state,pollster_id,pollster,fte_grade,sample_size,population,methodology,end_date,nationwide_batch,answer,candidate_party,pct,committee_id
Georgia,847,University of Georgia,B/C,1028.0,rv,Live Phone,11/8/2019,False,Trump,REP,43.9,C00580100
Michigan,1102,Emerson College,A-,1051.0,rv,IVR/Online,11/3/2019,False,Biden,DEM,55.8,C00703975
Michigan,1102,Emerson College,A-,1051.0,rv,IVR/Online,11/3/2019,False,Trump,REP,44.2,C00580100
Michigan,1102,Emerson College,A-,1051.0,rv,IVR/Online,11/3/2019,False,Trump,REP,43.1,C00580100
Michigan,1102,Emerson College,A-,1051.0,rv,IVR/Online,11/3/2019,False,Trump,REP,46.3,C00580100
Nevada,1102,Emerson College,A-,1089.0,rv,IVR/Online,11/2/2019,False,Biden,DEM,49.3,C00703975
Nevada,1102,Emerson College,A-,1089.0,rv,IVR/Online,11/2/2019,False,Trump,REP,50.7,C00580100
Nevada,1102,Emerson College,A-,1089.0,rv,IVR/Online,11/2/2019,False,Trump,REP,49.9,C00580100
Nevada,1102,Emerson College,A-,1089.0,rv,IVR/Online,11/2/2019,False,Trump,REP,51.1,C00580100
Georgia,573,Zogby Interactive/JZ Analytics,C+,550.0,lv,Online,10/30/2019,False,Biden,DEM,46.0,C00703975
Georgia,573,Zogby Interactive/JZ Analytics,C+,550.0,lv,Online,10/30/2019,False,Trump,REP,44.0,C00580100
Georgia,573,Zogby Interactive/JZ Analytics,C+,550.0,lv,Online,10/30/2019,False,Trump,REP,43.0,C00580100
Georgia,573,Zogby Interactive/JZ Analytics,C+,550.0,lv,Online,10/30/2019,False,Trump,REP,44.0,C00580100
Georgia,573,Zogby Interactive/JZ Analytics,C+,550.0,lv,Online,10/30/2019,False,Trump,REP,45.0,C00580100
Georgia,573,Zogby Interactive/JZ Analytics,C+,550.0,lv,Online,10/30/2019,False,Trump,REP,44.0,C00580100
Iowa,1424,Siena College/The New York Times Upshot,A+,1435.0,rv,Live Phone,10/30/2019,False,Biden,DEM,44.24,C00703975
Iowa,1424,Siena College/The New York Times Upshot,A+,1435.0,rv,Live Phone,10/30/2019,False,Trump,REP,45.45,C00580100
Iowa,1424,Siena College/The New York Times Upshot,A+,1435.0,rv,Live Phone,10/30/2019,False,Trump,REP,46.62,C00580100
Iowa,1424,Siena College/The New York Times Upshot,A+,1435.0,rv,Live Phone,10/30/2019,False,Trump,REP,46.61,C00580100
Iowa,1424,Siena College/The New York Times Upshot,A+,1435.0,rv,Live Phone,10/30/2019,False,Trump,REP,44.87,C00580100
Arizona,1102,Emerson College,A-,901.0,rv,IVR/Online,10/28/2019,False,Biden,DEM,50.0,C00703975
Arizona,1102,Emerson College,A-,901.0,rv,IVR/Online,10/28/2019,False,Trump,REP,50.0,C00580100
Arizona,1102,Emerson College,A-,901.0,rv,IVR/Online,10/28/2019,False,Trump,REP,51.4,C00580100
Arizona,1102,Emerson College,A-,901.0,rv,IVR/Online,10/28/2019,False,Trump,REP,50.2,C00580100
Texas,568,YouGov,B,1200.0,rv,Online,10/27/2019,False,Biden,DEM,39.0,C00703975
Texas,568,YouGov,B,1200.0,rv,Online,10/27/2019,False,Trump,REP,46.0,C00580100
Texas,568,YouGov,B,1200.0,rv,Online,10/27/2019,False,Trump,REP,46.0,C00580100
Texas,568,YouGov,B,1200.0,rv,Online,10/27/2019,False,Trump,REP,45.0,C00580100
Texas,568,YouGov,B,1200.0,rv,Online,10/27/2019,False,Trump,REP,47.0,C00580100
Texas,568,YouGov,B,1200.0,rv,Online,10/27/2019,False,Trump,REP,46.0,C00580100
Florida,1424,Siena College/The New York Times Upshot,A+,650.0,rv,Live Phone,10/26/2019,False,Biden,DEM,45.7,C00703975
Florida,1424,Siena College/The New York Times Upshot,A+,650.0,rv,Live Phone,10/26/2019,False,Trump,REP,44.17,C00580100
Florida,1424,Siena College/The New York Times Upshot,A+,650.0,rv,Live Phone,10/26/2019,False,Trump,REP,45.35,C00580100
Florida,1424,Siena College/The New York Times Upshot,A+,650.0,rv,Live Phone,10/26/2019,False,Trump,REP,44.87,C00580100
Florida,1424,Siena College/The New York Times Upshot,A+,650.0,lv,Live Phone,10/26/2019,False,Biden,DEM,46.01,C00703975
Florida,1424,Siena College/The New York Times Upshot,A+,650.0,lv,Live Phone,10/26/2019,False,Trump,REP,44.48,C00580100
Florida,1424,Siena College/The New York Times Upshot,A+,650.0,lv,Live Phone,10/26/2019,False,Trump,REP,45.82,C00580100
Florida,1424,Siena College/The New York Times Upshot,A+,650.0,lv,Live Phone,10/26/2019,False,Trump,REP,45.41,C00580100
North Carolina,1424,Siena College/The New York Times Upshot,A+,651.0,rv,Live Phone,10/26/2019,False,Biden,DEM,45.68,C00703975
North Carolina,1424,Siena College/The New York Times Upshot,A+,651.0,rv,Live Phone,10/26/2019,False,Trump,REP,47.57,C00580100
North Carolina,1424,Siena College/The New York Times Upshot,A+,651.0,rv,Live Phone,10/26/2019,False,Trump,REP,47.07,C00580100
North Carolina,1424,Siena College/The New York Times Upshot,A+,651.0,rv,Live Phone,10/26/2019,False,Trump,REP,47.93,C00580100
North Carolina,1424,Siena College/The New York Times Upshot,A+,651.0,lv,Live Phone,10/26/2019,False,Biden,DEM,45.88,C00703975
North Carolina,1424,Siena College/The New York Times Upshot,A+,651.0,lv,Live Phone,10/26/2019,False,Trump,REP,47.86,C00580100
North Carolina,1424,Siena College/The New York Times Upshot,A+,651.0,lv,Live Phone,10/26/2019,False,Trump,REP,47.68,C00580100
North Carolina,1424,Siena College/The New York Times Upshot,A+,651.0,lv,Live Phone,10/26/2019,False,Trump,REP,48.42,C00580100
Wisconsin,1424,Siena College/The New York Times Upshot,A+,651.0,rv,Live Phone,10/26/2019,False,Biden,DEM,46.75,C00703975
Wisconsin,1424,Siena College/The New York Times Upshot,A+,651.0,rv,Live Phone,10/26/2019,False,Trump,REP,43.26,C00580100
Wisconsin,1424,Siena College/The New York Times Upshot,A+,651.0,rv,Live Phone,10/26/2019,False,Trump,REP,45.64,C00580100
Wisconsin,1424,Siena College/The New York Times Upshot,A+,651.0,rv,Live Phone,10/26/2019,False,Trump,REP,45.48,C00580100
Wisconsin,1424,Siena College/The New York Times Upshot,A+,651.0,lv,Live Phone,10/26/2019,False,Biden,DEM,46.15,C00703975
Wisconsin,1424,Siena College/The New York Times Upshot,A+,651.0,lv,Live Phone,10/26/2019,False,Trump,REP,44.33,C00580100
Wisconsin,1424,Siena College/The New York Times Upshot,A+,651.0,lv,Live Phone,10/26/2019,False,Trump,REP,46.57,C00580100
Wisconsin,1424,Siena College/The New York Times Upshot,A+,651.0,lv,Live Phone,10/26/2019,False,Trump,REP,46.47,C00580100
Michigan,1424,Siena College/The New York Times Upshot,A+,501.0,rv,Live Phone,10/25/2019,False,Biden,DEM,44.41,C00703975
Michigan,1424,Siena College/The New York Times Upshot,A+,501.0,rv,Live Phone,10/25/2019,False,Trump,REP,44.65,C00580100
Michigan,1424,Siena College/The New York Times Upshot,A+,501.0,rv,Live Phone,10/25/2019,False,Trump,REP,45.53,C00580100
Michigan,1424,Siena College/The New York Times Upshot,A+,501.0,rv,Live Phone,10/25/2019,False,Trump,REP,42.89,C00580100
Michigan,1424,Siena College/The New York Times Upshot,A+,501.0,lv,Live Phone,10/25/2019,False,Biden,DEM,45.39,C00703975
Michigan,1424,Siena College/The New York Times Upshot,A+,501.0,lv,Live Phone,10/25/2019,False,Trump,REP,44.07,C00580100
Michigan,1424,Siena College/The New York Times Upshot,A+,501.0,lv,Live Phone,10/25/2019,False,Trump,REP,44.67,C00580100
Michigan,1424,Siena College/The New York Times Upshot,A+,501.0,lv,Live Phone,10/25/2019,False,Trump,REP,42.39,C00580100
Pennsylvania,1424,Siena College/The New York Times Upshot,A+,661.0,rv,Live Phone,10/25/2019,False,Biden,DEM,46.7,C00703975
Pennsylvania,1424,Siena College/The New York Times Upshot,A+,661.0,rv,Live Phone,10/25/2019,False,Trump,REP,43.96,C00580100
Pennsylvania,1424,Siena College/The New York Times Upshot,A+,661.0,rv,Live Phone,10/25/2019,False,Trump,REP,44.66,C00580100
Pennsylvania,1424,Siena College/The New York Times Upshot,A+,661.0,rv,Live Phone,10/25/2019,False,Trump,REP,43.82,C00580100
Pennsylvania,1424,Siena College/The New York Times Upshot,A+,661.0,lv,Live Phone,10/25/2019,False,Biden,DEM,46.06,C00703975
Pennsylvania,1424,Siena College/The New York Times Upshot,A+,661.0,lv,Live Phone,10/25/2019,False,Trump,REP,44.85,C00580100
Pennsylvania,1424,Siena College/The New York Times Upshot,A+,661.0,lv,Live Phone,10/25/2019,False,Trump,REP,45.9,C00580100
Pennsylvania,1424,Siena College/The New York Times Upshot,A+,661.0,lv,Live Phone,10/25/2019,False,Trump,REP,44.84,C00580100
Washington,383,Public Policy Polling,B,900.0,lv,IVR/Text,10/23/2019,False,Trump,REP,37.0,C00580100
Washington,383,Public Policy Polling,B,900.0,lv,IVR/Text,10/23/2019,False,Biden,DEM,59.0,C00703975
Washington,383,Public Policy Polling,B,900.0,lv,IVR/Text,10/23/2019,False,Trump,REP,37.0,C00580100
Washington,383,Public Policy Polling,B,900.0,lv,IVR/Text,10/23/2019,False,Trump,REP,37.0,C00580100
Arizona,1424,Siena College/The New York Times Upshot,A+,652.0,rv,Live Phone,10/23/2019,False,Biden,DEM,49.53,C00703975
Arizona,1424,Siena College/The New York Times Upshot,A+,652.0,rv,Live Phone,10/23/2019,False,Trump,REP,44.63,C00580100
Arizona,1424,Siena College/The New York Times Upshot,A+,652.0,rv,Live Phone,10/23/2019,False,Trump,REP,45.06,C00580100
Arizona,1424,Siena College/The New York Times Upshot,A+,652.0,rv,Live Phone,10/23/2019,False,Trump,REP,47.23,C00580100
Arizona,1424,Siena College/The New York Times Upshot,A+,652.0,lv,Live Phone,10/23/2019,False,Biden,DEM,48.51,C00703975
Arizona,1424,Siena College/The New York Times Upshot,A+,652.0,lv,Live Phone,10/23/2019,False,Trump,REP,46.16,C00580100
Arizona,1424,Siena College/The New York Times Upshot,A+,652.0,lv,Live Phone,10/23/2019,False,Trump,REP,46.7,C00580100
Arizona,1424,Siena College/The New York Times Upshot,A+,652.0,lv,Live Phone,10/23/2019,False,Trump,REP,48.86,C00580100
Florida,509,University of North Florida,A/B,644.0,rv,Live Phone,10/20/2019,False,Biden,DEM,48.0,C00703975
Florida,509,University of North Florida,A/B,644.0,rv,Live Phone,10/20/2019,False,Trump,REP,43.0,C00580100
Florida,509,University of North Florida,A/B,644.0,rv,Live Phone,10/20/2019,False,Trump,REP,43.0,C00580100
Florida,509,University of North Florida,A/B,646.0,rv,Live Phone,10/20/2019,False,Trump,REP,44.0,C00580100
Florida,509,University of North Florida,A/B,644.0,rv,Live Phone,10/20/2019,False,Trump,REP,43.0,C00580100
Florida,509,University of North Florida,A/B,642.0,rv,Live Phone,10/20/2019,False,Biden,DEM,49.0,C00703975
Wisconsin,1075,Marquette University Law School,A/B,799.0,rv,Live Phone,10/17/2019,False,Biden,DEM,50.0,C00703975
Wisconsin,1075,Marquette University Law School,A/B,799.0,rv,Live Phone,10/17/2019,False,Trump,REP,44.0,C00580100
Wisconsin,1075,Marquette University Law School,A/B,799.0,rv,Live Phone,10/17/2019,False,Trump,REP,46.0,C00580100
Wisconsin,1075,Marquette University Law School,A/B,799.0,rv,Live Phone,10/17/2019,False,Trump,REP,46.0,C00580100
Wisconsin,1075,Marquette University Law School,A/B,799.0,rv,Live Phone,10/17/2019,False,Trump,REP,45.0,C00580100
Wisconsin,1075,Marquette University Law School,A/B,657.0,lv,Live Phone,10/17/2019,False,Biden,DEM,51.0,C00703975
Wisconsin,1075,Marquette University Law School,A/B,657.0,lv,Live Phone,10/17/2019,False,Trump,REP,44.0,C00580100
Wisconsin,1075,Marquette University Law School,A/B,657.0,lv,Live Phone,10/17/2019,False,Trump,REP,45.0,C00580100
Wisconsin,1075,Marquette University Law School,A/B,657.0,lv,Live Phone,10/17/2019,False,Trump,REP,45.0,C00580100
Wisconsin,1075,Marquette University Law School,A/B,657.0,lv,Live Phone,10/17/2019,False,Trump,REP,44.0,C00580100
California,460,SurveyUSA,A,1242.0,rv,Online,10/16/2019,False,Biden,DEM,59.0,C00703975
California,460,SurveyUSA,A,1242.0,rv,Online,10/16/2019,False,Trump,REP,32.0,C00580100
California,460,SurveyUSA,A,1242.0,rv,Online,10/16/2019,False,Biden,DEM,58.0,C00703975
California,460,SurveyUSA,A,1242.0,rv,Online,10/16/2019,False,Biden,DEM,56.0,C00703975
California,460,SurveyUSA,A,1242.0,rv,Online,10/16/2019,False,Trump,REP,35.0,C00580100
California,460,SurveyUSA,A,1242.0,rv,Online,10/16/2019,False,Trump,REP,34.0,C00580100
California,460,SurveyUSA,A,1242.0,rv,Online,10/16/2019,False,Trump,REP,35.0,C00580100
California,460,SurveyUSA,A,1242.0,rv,Online,10/16/2019,False,Trump,REP,33.0,C00580100
Minnesota,289,Mason-Dixon Polling & Strategy,B+,800.0,rv,Live Phone,10/16/2019,False,Biden,DEM,50.0,C00703975
Minnesota,289,Mason-Dixon Polling & Strategy,B+,800.0,rv,Live Phone,10/16/2019,False,Trump,REP,38.0,C00580100
Minnesota,289,Mason-Dixon Polling & Strategy,B+,800.0,rv,Live Phone,10/16/2019,False,Trump,REP,40.0,C00580100
Minnesota,289,Mason-Dixon Polling & Strategy,B+,800.0,rv,Live Phone,10/16/2019,False,Trump,REP,40.0,C00580100
Minnesota,289,Mason-Dixon Polling & Strategy,B+,800.0,rv,Live Phone,10/16/2019,False,Trump,REP,38.0,C00580100
Iowa,1102,Emerson College,A-,888.0,rv,IVR/Online,10/16/2019,False,Biden,DEM,49.4,C00703975
Iowa,1102,Emerson College,A-,888.0,rv,IVR/Online,10/16/2019,False,Trump,REP,50.6,C00580100
Iowa,1102,Emerson College,A-,888.0,rv,IVR/Online,10/16/2019,False,Trump,REP,49.4,C00580100
Iowa,1102,Emerson College,A-,888.0,rv,IVR/Online,10/16/2019,False,Trump,REP,51.0,C00580100
Maine,383,Public Policy Polling,B,939.0,v,IVR/Text,10/13/2019,False,Biden,DEM,54.0,C00703975
Maine,383,Public Policy Polling,B,939.0,v,IVR/Text,10/13/2019,False,Trump,REP,42.0,C00580100
Maine,383,Public Policy Polling,B,939.0,v,IVR/Text,10/13/2019,False,Trump,REP,43.0,C00580100
Maine,383,Public Policy Polling,B,939.0,v,IVR/Text,10/13/2019,False,Trump,REP,44.0,C00580100
Maine,383,Public Policy Polling,B,939.0,v,IVR/Text,10/13/2019,False,Trump,REP,43.0,C00580100
Maine,383,Public Policy Polling,B,939.0,v,IVR/Text,10/13/2019,False,Trump,REP,43.0,C00580100
Maine,383,Public Policy Polling,B,478.0,v,IVR/Text,10/13/2019,False,Biden,DEM,58.0,C00703975
Maine,383,Public Policy Polling,B,478.0,v,IVR/Text,10/13/2019,False,Trump,REP,38.0,C00580100
Maine,383,Public Policy Polling,B,478.0,v,IVR/Text,10/13/2019,False,Trump,REP,38.0,C00580100
Maine,383,Public Policy Polling,B,478.0,v,IVR/Text,10/13/2019,False,Trump,REP,39.0,C00580100
Maine,383,Public Policy Polling,B,478.0,v,IVR/Text,10/13/2019,False,Trump,REP,39.0,C00580100
Maine,383,Public Policy Polling,B,478.0,v,IVR/Text,10/13/2019,False,Trump,REP,39.0,C00580100
Maine,383,Public Policy Polling,B,461.0,v,IVR/Text,10/13/2019,False,Biden,DEM,49.0,C00703975
Maine,383,Public Policy Polling,B,461.0,v,IVR/Text,10/13/2019,False,Trump,REP,46.0,C00580100
Maine,383,Public Policy Polling,B,461.0,v,IVR/Text,10/13/2019,False,Trump,REP,49.0,C00580100
Maine,383,Public Policy Polling,B,461.0,v,IVR/Text,10/13/2019,False,Trump,REP,49.0,C00580100
Maine,383,Public Policy Polling,B,461.0,v,IVR/Text,10/13/2019,False,Trump,REP,47.0,C00580100
Maine,383,Public Policy Polling,B,461.0,v,IVR/Text,10/13/2019,False,Trump,REP,48.0,C00580100
Ohio,383,Public Policy Polling,B,776.0,v,IVR/Text,10/11/2019,False,Biden,DEM,48.0,C00703975
Ohio,383,Public Policy Polling,B,776.0,v,IVR/Text,10/11/2019,False,Trump,REP,46.0,C00580100
Ohio,383,Public Policy Polling,B,776.0,v,IVR/Text,10/11/2019,False,Trump,REP,47.0,C00580100
Ohio,383,Public Policy Polling,B,776.0,v,IVR/Text,10/11/2019,False,Trump,REP,47.0,C00580100
Ohio,383,Public Policy Polling,B,776.0,v,IVR/Text,10/11/2019,False,Trump,REP,47.0,C00580100
Ohio,383,Public Policy Polling,B,776.0,v,IVR/Text,10/11/2019,False,Trump,REP,47.0,C00580100
North Carolina,1516,East Carolina University,B/C,1076.0,rv,IVR/Online,10/9/2019,False,Biden,DEM,49.7,C00703975
North Carolina,1516,East Carolina University,B/C,1076.0,rv,IVR/Online,10/9/2019,False,Trump,REP,46.4,C00580100
North Carolina,1516,East Carolina University,B/C,1076.0,rv,IVR/Online,10/9/2019,False,Trump,REP,47.7,C00580100
North Carolina,1516,East Carolina University,B/C,1076.0,rv,IVR/Online,10/9/2019,False,Trump,REP,48.5,C00580100
North Carolina,1516,East Carolina University,B/C,1076.0,rv,IVR/Online,10/9/2019,False,Trump,REP,49.3,C00580100
North Carolina,1516,East Carolina University,B/C,1076.0,rv,IVR/Online,10/9/2019,False,Trump,REP,49.4,C00580100
Ohio,1486,Climate Nexus,,1112.0,rv,Online,10/7/2019,False,Biden,DEM,53.0,C00703975
Ohio,1486,Climate Nexus,,1112.0,rv,Online,10/7/2019,False,Trump,REP,47.0,C00580100
Ohio,1486,Climate Nexus,,1112.0,rv,Online,10/7/2019,False,Trump,REP,48.0,C00580100
Ohio,1486,Climate Nexus,,1112.0,rv,Online,10/7/2019,False,Trump,REP,49.0,C00580100
Ohio,1486,Climate Nexus,,1112.0,rv,Online,10/7/2019,False,Trump,REP,50.0,C00580100
Ohio,1486,Climate Nexus,,1112.0,rv,Online,10/7/2019,False,Trump,REP,50.0,C00580100
North Carolina,1327,Meredith College,B/C,998.0,rv,Live Phone/Online,10/7/2019,False,Biden,DEM,34.6,C00703975
North Carolina,1327,Meredith College,B/C,998.0,rv,Live Phone/Online,10/7/2019,False,Trump,REP,38.4,C00580100
North Carolina,1327,Meredith College,B/C,998.0,rv,Live Phone/Online,10/7/2019,False,Trump,REP,39.1,C00580100
North Carolina,1327,Meredith College,B/C,998.0,rv,Live Phone/Online,10/7/2019,False,Trump,REP,38.8,C00580100
North Carolina,1327,Meredith College,B/C,998.0,rv,Live Phone/Online,10/7/2019,False,Trump,REP,39.1,C00580100
North Carolina,1327,Meredith College,B/C,998.0,rv,Live Phone/Online,10/7/2019,False,Trump,REP,39.0,C00580100
North Carolina,383,Public Policy Polling,B,963.0,v,IVR/Text,10/6/2019,False,Biden,DEM,51.0,C00703975
North Carolina,383,Public Policy Polling,B,963.0,v,IVR/Text,10/6/2019,False,Trump,REP,46.0,C00580100
North Carolina,383,Public Policy Polling,B,963.0,v,IVR/Text,10/6/2019,False,Trump,REP,47.0,C00580100
North Carolina,383,Public Policy Polling,B,963.0,v,IVR/Text,10/6/2019,False,Trump,REP,47.0,C00580100
North Carolina,383,Public Policy Polling,B,963.0,v,IVR/Text,10/6/2019,False,Trump,REP,47.0,C00580100
North Carolina,383,Public Policy Polling,B,963.0,v,IVR/Text,10/6/2019,False,Trump,REP,46.0,C00580100
Virginia,534,Virginia Commonwealth University,B/C,800.0,a,Live Phone,10/4/2019,False,Biden,DEM,52.0,C00703975
Virginia,534,Virginia Commonwealth University,B/C,800.0,a,Live Phone,10/4/2019,False,Trump,REP,44.0,C00580100
Virginia,534,Virginia Commonwealth University,B/C,800.0,a,Live Phone,10/4/2019,False,Trump,REP,44.0,C00580100
Virginia,534,Virginia Commonwealth University,B/C,800.0,a,Live Phone,10/4/2019,False,Trump,REP,46.0,C00580100
Virginia,534,Virginia Commonwealth University,B/C,731.0,rv,Live Phone,10/4/2019,False,Biden,DEM,52.0,C00703975
Virginia,534,Virginia Commonwealth University,B/C,731.0,rv,Live Phone,10/4/2019,False,Trump,REP,44.0,C00580100
Virginia,534,Virginia Commonwealth University,B/C,731.0,rv,Live Phone,10/4/2019,False,Trump,REP,46.0,C00580100
Virginia,534,Virginia Commonwealth University,B/C,731.0,rv,Live Phone,10/4/2019,False,Trump,REP,47.0,C00580100
Virginia,534,Virginia Commonwealth University,B/C,645.0,lv,Live Phone,10/4/2019,False,Biden,DEM,51.0,C00703975
Virginia,534,Virginia Commonwealth University,B/C,645.0,lv,Live Phone,10/4/2019,False,Trump,REP,46.0,C00580100
Virginia,534,Virginia Commonwealth University,B/C,645.0,lv,Live Phone,10/4/2019,False,Trump,REP,47.0,C00580100
Virginia,534,Virginia Commonwealth University,B/C,645.0,lv,Live Phone,10/4/2019,False,Trump,REP,49.0,C00580100
Montana,506,University of Montana,,303.0,rv,Online,10/3/2019,False,Biden,DEM,46.5,C00703975
Montana,506,University of Montana,,303.0,rv,Online,10/3/2019,False,Trump,REP,53.5,C00580100
Montana,506,University of Montana,,303.0,rv,Online,10/3/2019,False,Trump,REP,54.4,C00580100
Montana,506,University of Montana,,303.0,rv,Online,10/3/2019,False,Trump,REP,54.2,C00580100
Montana,506,University of Montana,,303.0,rv,Online,10/3/2019,False,Trump,REP,55.1,C00580100
Montana,506,University of Montana,,303.0,rv,Online,10/3/2019,False,Trump,REP,48.1,C00580100
Ohio,1102,Emerson College,A-,837.0,rv,IVR/Online,10/2/2019,False,Biden,DEM,52.6,C00703975
Ohio,1102,Emerson College,A-,837.0,rv,IVR/Online,10/2/2019,False,Trump,REP,47.4,C00580100
Ohio,1102,Emerson College,A-,837.0,rv,IVR/Online,10/2/2019,False,Trump,REP,46.9,C00580100
Ohio,1102,Emerson College,A-,837.0,rv,IVR/Online,10/2/2019,False,Trump,REP,48.4,C00580100
Ohio,1102,Emerson College,A-,837.0,rv,IVR/Online,10/2/2019,False,Biden,DEM,54.0,C00703975
Wisconsin,590,Fox News/Beacon Research/Shaw & Co. Research,A-,1512.0,rv,Live Phone,10/2/2019,False,Biden,DEM,48.0,C00703975
Wisconsin,590,Fox News/Beacon Research/Shaw & Co. Research,A-,1512.0,rv,Live Phone,10/2/2019,False,Trump,REP,39.0,C00580100
Wisconsin,590,Fox News/Beacon Research/Shaw & Co. Research,A-,1512.0,rv,Live Phone,10/2/2019,False,Trump,REP,41.0,C00580100
Wisconsin,590,Fox News/Beacon Research/Shaw & Co. Research,A-,1512.0,rv,Live Phone,10/2/2019,False,Trump,REP,40.0,C00580100
Connecticut,425,Sacred Heart University,B/C,1000.0,a,Live Phone/Online,10/2/2019,False,Biden,DEM,52.2,C00703975
Connecticut,425,Sacred Heart University,B/C,1000.0,a,Live Phone/Online,10/2/2019,False,Trump,REP,33.3,C00580100
Connecticut,425,Sacred Heart University,B/C,1000.0,a,Live Phone/Online,10/2/2019,False,Trump,REP,35.0,C00580100
Connecticut,425,Sacred Heart University,B/C,1000.0,a,Live Phone/Online,10/2/2019,False,Trump,REP,35.0,C00580100
Connecticut,425,Sacred Heart University,B/C,1000.0,a,Live Phone/Online,10/2/2019,False,Trump,REP,34.4,C00580100
Connecticut,425,Sacred Heart University,B/C,1000.0,a,Live Phone/Online,10/2/2019,False,Trump,REP,34.2,C00580100
Michigan,1166,Target Insyght,C/D,804.0,lv,Live Phone,9/26/2019,False,Biden,DEM,54.0,C00703975
Michigan,1166,Target Insyght,C/D,804.0,lv,Live Phone,9/26/2019,False,Trump,REP,35.0,C00580100
Missouri,1056,Remington Research Group,C-,1046.0,lv,Automated Phone,9/19/2019,False,Biden,DEM,42.0,C00703975
Missouri,1056,Remington Research Group,C-,1046.0,lv,Automated Phone,9/19/2019,False,Trump,REP,53.0,C00580100
Missouri,1056,Remington Research Group,C-,1046.0,lv,Automated Phone,9/19/2019,False,Trump,REP,54.0,C00580100
Missouri,1056,Remington Research Group,C-,1046.0,lv,Automated Phone,9/19/2019,False,Trump,REP,54.0,C00580100
California,1102,Emerson College,A-,830.0,rv,IVR/Online,9/16/2019,False,Biden,DEM,63.8,C00703975
California,1102,Emerson College,A-,830.0,rv,IVR/Online,9/16/2019,False,Trump,REP,36.2,C00580100
California,1102,Emerson College,A-,830.0,rv,IVR/Online,9/16/2019,False,Trump,REP,37.5,C00580100
California,1102,Emerson College,A-,830.0,rv,IVR/Online,9/16/2019,False,Trump,REP,39.2,C00580100
California,1102,Emerson College,A-,830.0,rv,IVR/Online,9/16/2019,False,Trump,REP,38.8,C00580100
California,460,SurveyUSA,A,1785.0,rv,Online,9/15/2019,False,Biden,DEM,57.0,C00703975
California,460,SurveyUSA,A,1785.0,rv,Online,9/15/2019,False,Trump,REP,31.0,C00580100
California,460,SurveyUSA,A,1785.0,rv,Online,9/15/2019,False,Biden,DEM,58.0,C00703975
California,460,SurveyUSA,A,1785.0,rv,Online,9/15/2019,False,Biden,DEM,56.0,C00703975
California,460,SurveyUSA,A,1785.0,rv,Online,9/15/2019,False,Trump,REP,35.0,C00580100
California,460,SurveyUSA,A,1785.0,rv,Online,9/15/2019,False,Trump,REP,34.0,C00580100
California,460,SurveyUSA,A,1785.0,rv,Online,9/15/2019,False,Trump,REP,35.0,C00580100
California,460,SurveyUSA,A,1785.0,rv,Online,9/15/2019,False,Trump,REP,33.0,C00580100
Texas,1474,University of Texas at Tyler,B/C,1199.0,rv,Online,9/15/2019,False,Biden,DEM,39.6,C00703975
Texas,1474,University of Texas at Tyler,B/C,1199.0,rv,Online,9/15/2019,False,Trump,REP,38.0,C00580100
Texas,1474,University of Texas at Tyler,B/C,1199.0,rv,Online,9/15/2019,False,Trump,REP,39.5,C00580100
Texas,1474,University of Texas at Tyler,B/C,1199.0,rv,Online,9/15/2019,False,Trump,REP,39.4,C00580100
Texas,1474,University of Texas at Tyler,B/C,1199.0,rv,Online,9/15/2019,False,Trump,REP,39.6,C00580100
Texas,1474,University of Texas at Tyler,B/C,1199.0,rv,Online,9/15/2019,False,Trump,REP,39.3,C00580100
Texas,1474,University of Texas at Tyler,B/C,1199.0,rv,Online,9/15/2019,False,Trump,REP,39.7,C00580100
Florida,1218,Florida Atlantic University,B/C,934.0,rv,IVR/Online,9/15/2019,False,Biden,DEM,49.5,C00703975
Florida,1218,Florida Atlantic University,B/C,934.0,rv,IVR/Online,9/15/2019,False,Trump,REP,50.5,C00580100
Florida,1218,Florida Atlantic University,B/C,934.0,rv,IVR/Online,9/15/2019,False,Trump,REP,50.5,C00580100
Florida,1218,Florida Atlantic University,B/C,934.0,rv,IVR/Online,9/15/2019,False,Trump,REP,52.0,C00580100
Florida,1218,Florida Atlantic University,B/C,934.0,rv,IVR/Online,9/15/2019,False,Trump,REP,50.1,C00580100
Virginia,1253,Research America Inc.,B/C,1009.0,a,Live Phone,9/15/2019,False,Biden,DEM,55.0,C00703975
Virginia,1253,Research America Inc.,B/C,1009.0,a,Live Phone,9/15/2019,False,Trump,REP,37.0,C00580100
Virginia,1253,Research America Inc.,B/C,1009.0,a,Live Phone,9/15/2019,False,Trump,REP,38.0,C00580100
Virginia,1253,Research America Inc.,B/C,1009.0,a,Live Phone,9/15/2019,False,Trump,REP,38.0,C00580100
Virginia,1253,Research America Inc.,B/C,1009.0,a,Live Phone,9/15/2019,False,Trump,REP,38.0,C00580100
Virginia,1253,Research America Inc.,B/C,882.0,rv,Live Phone,9/15/2019,False,Biden,DEM,55.0,C00703975
Virginia,1253,Research America Inc.,B/C,882.0,rv,Live Phone,9/15/2019,False,Trump,REP,38.0,C00580100
Virginia,1253,Research America Inc.,B/C,882.0,rv,Live Phone,9/15/2019,False,Trump,REP,39.0,C00580100
Virginia,1253,Research America Inc.,B/C,882.0,rv,Live Phone,9/15/2019,False,Trump,REP,39.0,C00580100
